state,year_month,disaster_count
MA,1954-09,1
MA,1955-08,1
MA,1972-03,1
MA,1972-09,1
MA,1973-10,1
MA,1978-02,2
MA,1981-12,1
MA,1985-09,1
MA,1987-03,1
MA,1991-08,1
MA,1991-10,1
MA,1992-12,1
MA,1993-03,1
MA,1995-09,1
MA,1996-01,1
MA,1996-10,2
MA,1998-06,1
MA,1999-12,1
MA,2001-03,2
MA,2003-02,1
MA,2003-12,1
MA,2004-04,1
MA,2005-01,1
MA,2005-08,1
MA,2005-10,2
MA,2006-05,1
MA,2007-04,1
MA,2008-12,2
MA,2010-03,1
MA,2010-05,1
MA,2010-09,1
MA,2011-01,1
MA,2011-06,1
MA,2011-08,2
MA,2011-10,2
MA,2012-10,2
MA,2013-02,1
MA,2013-04,1
MA,2015-01,1
MA,2018-03,2
MA,2020-01,4
MA,2021-08,1
MA,2022-01,1
MA,2023-09,2
MA,2026-02,1
MD,1962-03,1
MD,1971-08,1
MD,1972-06,1
MD,1975-10,1
MD,1976-10,1
MD,1977-01,1
MD,1979-09,1
MD,1985-11,1
MD,1989-06,1
MD,1993-03,1
MD,1994-02,1
MD,1996-01,2
MD,1996-09,1
MD,1999-09,1
MD,2000-01,1
MD,2002-04,1
MD,2003-02,1
MD,2003-09,1
MD,2005-08,1
MD,2006-06,1
MD,2009-12,1
MD,2010-02,1
MD,2011-08,2
MD,2011-09,1
MD,2012-06,1
MD,2012-10,2
MD,2014-02,1
MD,2016-01,1
MD,2016-07,1
MD,2018-05,2
MD,2020-01,2
MD,2020-08,1
MD,2026-01,1
ME,1954-09,1
ME,1970-02,1
ME,1972-03,1
ME,1972-09,1
ME,1973-05,1
ME,1974-01,1
ME,1977-07,1
ME,1978-02,1
ME,1980-09,1
ME,1987-03,1
ME,1989-05,1
ME,1991-04,1
ME,1991-08,1
ME,1991-10,1
ME,1992-03,1
ME,1992-05,1
ME,1993-03,1
ME,1993-04,1
ME,1994-04,1
ME,1996-01,1
ME,1996-04,1
ME,1996-10,2
ME,1998-01,1
ME,1998-06,1
ME,1998-10,1
ME,1999-09,1
ME,2000-03,1
ME,2001-03,2
ME,2002-12,1
ME,2003-02,1
ME,2003-12,3
ME,2005-01,1
ME,2005-02,1
ME,2005-03,3
ME,2005-08,1
ME,2005-12,1
ME,2006-05,1
ME,2007-03,1
ME,2007-04,1
ME,2007-07,1
ME,2008-04,1
ME,2008-07,1
ME,2008-12,2
ME,2009-06,1
ME,2010-02,1
ME,2010-03,1
ME,2010-12,1
ME,2011-08,1
ME,2013-02,1
ME,2015-01,1
ME,2017-10,1
ME,2018-03,1
ME,2020-01,3
ME,2021-10,1
ME,2022-12,1
ME,2023-04,1
ME,2023-06,2
ME,2023-09,1
ME,2023-12,1
ME,2024-01,1
ME,2024-04,1
MI,1953-06,2
MI,1956-04,1
MI,1965-04,1
MI,1972-04,1
MI,1972-12,1
MI,1973-04,1
MI,1974-04,1
MI,1975-04,1
MI,1975-09,1
MI,1976-03,1
MI,1977-02,1
MI,1977-03,1
MI,1978-01,1
MI,1980-05,1
MI,1980-09,1
MI,1982-03,1
MI,1985-09,1
MI,1986-09,1
MI,1994-01,1
MI,1996-06,1
MI,1997-07,1
MI,1998-05,1
MI,1998-07,1
MI,1999-01,1
MI,1999-05,1
MI,2000-09,1
MI,2000-12,1
MI,2002-04,1
MI,2003-08,1
MI,2004-05,1
MI,2005-08,1
MI,2008-06,1
MI,2013-04,1
MI,2014-04,1
MI,2014-08,1
MI,2017-06,1
MI,2018-06,1
MI,2020-01,2
MI,2020-05,2
MI,2021-06,1
MI,2023-08,1
MI,2025-03,1
MI,2026-04,1
MN,1957-06,1
MN,1965-04,1
MN,1966-03,1
MN,1968-08,1
MN,1968-09,1
MN,1969-04,1
MN,1969-08,1
MN,1970-07,1
MN,1972-08,2
MN,1974-06,1
MN,1974-07,1
MN,1975-07,2
MN,1976-06,1
MN,1976-09,6
MN,1976-10,1
MN,1978-04,1
MN,1978-07,1
MN,1979-04,1
MN,1987-07,1
MN,1989-03,1
MN,1991-10,1
MN,1992-06,1
MN,1993-05,1
MN,1995-07,1
MN,1995-10,1
MN,1996-03,1
MN,1996-11,1
MN,1997-01,1
MN,1997-03,1
MN,1997-06,1
MN,1998-03,1
MN,1998-05,1
MN,1999-03,1
MN,1999-07,1
MN,2000-05,1
MN,2000-10,1
MN,2001-03,1
MN,2002-05,1
MN,2002-06,1
MN,2004-09,1
MN,2005-08,1
MN,2005-11,1
MN,2006-03,1
MN,2007-08,2
MN,2008-06,1
MN,2009-03,2
MN,2010-03,2
MN,2010-06,1
MN,2010-09,1
MN,2011-03,1
MN,2011-05,1
MN,2011-07,1
MN,2012-06,1
MN,2013-04,1
MN,2013-06,1
MN,2014-06,1
MN,2016-09,1
MN,2018-06,1
MN,2018-10,1
MN,2019-03,1
MN,2020-01,4
MN,2022-04,1
MN,2022-05,2
MN,2023-04,1
MN,2024-06,1
MN,2025-05,1
MN,2025-06,1
MO,1957-05,1
MO,1960-04,1
MO,1961-05,1
MO,1964-07,1
MO,1965-06,1
MO,1965-07,1
MO,1973-04,1
MO,1973-11,1
MO,1974-06,1
MO,1975-05,1
MO,1976-07,1
MO,1976-09,1
MO,1977-05,1
MO,1977-09,1
MO,1979-03,1
MO,1979-04,1
MO,1980-05,1
MO,1982-08,1
MO,1982-12,1
MO,1984-06,1
MO,1986-09,1
MO,1990-05,1
MO,1993-04,1
MO,1993-06,1
MO,1993-11,1
MO,1994-04,1
MO,1995-05,1
MO,1998-07,1
MO,1998-10,1
MO,1999-04,1
MO,2000-03,1
MO,2000-05,1
MO,2002-01,1
MO,2002-04,1
MO,2003-05,1
MO,2004-05,1
MO,2005-08,1
MO,2006-03,2
MO,2006-07,2
MO,2006-11,1
MO,2007-01,1
MO,2007-05,1
MO,2007-08,1
MO,2007-12,2
MO,2008-01,1
MO,2008-02,1
MO,2008-03,1
MO,2008-05,1
MO,2008-06,1
MO,2008-09,1
MO,2009-01,2
MO,2009-05,1
MO,2010-06,1
MO,2011-01,2
MO,2011-04,1
MO,2011-06,2
MO,2013-05,1
MO,2013-08,1
MO,2014-09,1
MO,2015-05,1
MO,2015-12,2
MO,2017-04,1
MO,2019-03,1
MO,2019-04,1
MO,2020-01,2
MO,2020-05,1
MO,2021-06,1
MO,2021-12,1
MO,2022-07,1
MO,2023-07,1
MO,2024-05,1
MO,2024-11,1
MO,2025-03,2
MO,2025-04,1
MO,2025-05,2
MO,2026-04,1
MS,1953-12,1
MS,1961-02,1
MS,1962-10,1
MS,1965-09,1
MS,1969-08,1
MS,1971-02,1
MS,1972-01,1
MS,1973-03,1
MS,1974-04,1
MS,1975-01,2
MS,1975-04,1
MS,1976-04,1
MS,1977-02,1
MS,1978-04,1
MS,1979-04,2
MS,1979-09,1
MS,1980-04,1
MS,1982-04,1
MS,1983-04,1
MS,1983-06,1
MS,1983-12,1
MS,1984-03,1
MS,1985-08,1
MS,1987-02,1
MS,1990-01,1
MS,1990-12,1
MS,1991-02,1
MS,1991-04,1
MS,1992-03,1
MS,1992-10,1
MS,1992-11,1
MS,1994-02,1
MS,1995-05,1
MS,1997-02,1
MS,1998-09,2
MS,1998-12,1
MS,2001-02,1
MS,2001-04,1
MS,2001-06,1
MS,2001-11,1
MS,2002-09,1
MS,2002-11,1
MS,2003-04,1
MS,2003-05,1
MS,2004-09,1
MS,2005-07,1
MS,2005-08,2
MS,2008-03,1
MS,2008-04,1
MS,2008-08,2
MS,2009-03,1
MS,2010-04,1
MS,2010-05,1
MS,2011-04,2
MS,2011-05,1
MS,2012-08,2
MS,2013-02,1
MS,2014-04,1
MS,2014-12,1
MS,2015-12,1
MS,2016-03,1
MS,2017-01,1
MS,2017-04,1
MS,2017-10,2
MS,2018-12,1
MS,2019-02,1
MS,2019-04,1
MS,2019-10,1
MS,2020-01,3
MS,2020-02,1
MS,2020-04,2
MS,2020-08,1
MS,2020-09,1
MS,2020-10,3
MS,2021-02,1
MS,2021-08,2
MS,2022-08,1
MS,2023-03,1
MS,2023-06,1
MS,2024-04,1
MS,2025-03,1
MS,2026-01,2
MS,2026-05,1
MT,1953-06,1
MT,1964-06,1
MT,1964-12,1
MT,1973-08,3
MT,1974-01,1
MT,1975-06,1
MT,1977-07,1
MT,1977-08,1
MT,1978-05,1
MT,1979-08,1
MT,1981-05,1
MT,1984-08,3
MT,1986-02,1
MT,1986-09,1
MT,1994-08,2
MT,1996-02,1
MT,1996-03,1
MT,1996-09,1
MT,1997-03,1
MT,1999-07,1
MT,2000-07,2
MT,2000-08,5
MT,2000-10,1
MT,2001-04,1
MT,2001-06,1
MT,2002-06,1
MT,2003-07,3
MT,2003-08,5
MT,2005-08,1
MT,2006-07,1
MT,2006-08,2
MT,2007-08,3
MT,2007-09,1
MT,2008-05,1
MT,2009-09,1
MT,2010-06,1
MT,2011-04,1
MT,2011-08,1
MT,2012-06,4
MT,2012-08,1
MT,2012-09,1
MT,2013-05,1
MT,2013-07,1
MT,2013-08,1
MT,2014-03,1
MT,2014-08,1
MT,2016-04,1
MT,2016-06,1
MT,2016-08,1
MT,2017-07,1
MT,2017-08,2
MT,2017-09,5
MT,2018-04,1
MT,2018-05,1
MT,2019-03,1
MT,2019-07,1
MT,2020-01,3
MT,2020-08,1
MT,2020-09,4
MT,2021-06,2
MT,2021-07,2
MT,2021-08,2
MT,2022-06,1
MT,2023-04,1
MT,2023-06,1
MT,2023-08,1
MT,2024-05,1
MT,2024-07,2
MT,2024-08,1
MT,2025-05,1
MT,2025-08,1
MT,2025-12,5
NC,1954-10,1
NC,1955-08,1
NC,1956-04,1
NC,1958-10,1
NC,1960-09,1
NC,1962-03,1
NC,1964-10,1
NC,1968-02,1
NC,1973-06,1
NC,1974-04,1
NC,1977-03,1
NC,1977-08,1
NC,1977-11,1
NC,1979-09,1
NC,1984-03,1
NC,1984-09,1
NC,1986-05,1
NC,1988-11,1
NC,1989-05,1
NC,1989-09,1
NC,1993-03,1
NC,1993-08,1
NC,1995-10,1
NC,1996-01,1
NC,1996-02,1
NC,1996-07,1
NC,1996-09,1
NC,1998-01,1
NC,1998-03,1
NC,1998-08,1
NC,1999-08,2
NC,1999-09,2
NC,2000-01,1
NC,2002-12,1
NC,2003-02,1
NC,2003-09,1
NC,2004-09,2
NC,2005-08,1
NC,2005-09,2
NC,2008-06,1
NC,2008-09,1
NC,2009-12,1
NC,2010-09,2
NC,2011-04,1
NC,2011-07,1
NC,2011-08,2
NC,2013-01,1
NC,2013-07,2
NC,2014-03,1
NC,2016-10,2
NC,2016-11,2
NC,2018-04,1
NC,2018-09,2
NC,2018-10,1
NC,2019-09,2
NC,2020-01,2
NC,2020-02,1
NC,2020-07,2
NC,2020-11,1
NC,2021-08,1
NC,2022-09,1
NC,2024-08,1
NC,2024-09,3
NC,2025-03,3
NC,2025-04,1
NC,2025-05,1
NC,2025-07,1
NC,2026-01,1
ND,1957-06,1
ND,1965-05,1
ND,1966-03,1
ND,1966-07,1
ND,1969-04,1
ND,1970-06,1
ND,1972-06,1
ND,1974-05,1
ND,1975-05,1
ND,1975-07,1
ND,1976-04,2
ND,1976-07,1
ND,1978-02,1
ND,1978-04,1
ND,1978-07,1
ND,1979-04,1
ND,1982-05,1
ND,1989-03,1
ND,1993-06,1
ND,1994-03,1
ND,1995-03,1
ND,1996-03,1
ND,1997-01,1
ND,1997-02,1
ND,1998-03,1
ND,1999-03,1
ND,2000-04,1
ND,2000-11,1
ND,2001-03,1
ND,2002-06,2
ND,2003-06,1
ND,2004-01,1
ND,2004-03,1
ND,2005-06,1
ND,2005-08,1
ND,2005-10,1
ND,2005-11,1
ND,2006-03,1
ND,2007-06,1
ND,2007-07,1
ND,2007-08,1
ND,2009-03,1
ND,2010-01,1
ND,2010-02,2
ND,2010-04,1
ND,2011-02,1
ND,2011-04,2
ND,2013-04,2
ND,2013-05,2
ND,2013-10,1
ND,2014-06,1
ND,2017-03,1
ND,2019-03,1
ND,2019-10,1
ND,2020-01,3
ND,2020-04,1
ND,2020-06,1
ND,2021-06,1
ND,2022-04,1
ND,2022-11,1
ND,2023-04,1
ND,2023-12,1
ND,2024-10,3
ND,2025-06,1
ND,2025-08,1
NE,1960-04,1
NE,1962-05,1
NE,1962-09,1
NE,1963-07,1
NE,1964-07,1
NE,1966-08,1
NE,1967-07,1
NE,1971-02,1
NE,1971-07,1
NE,1973-10,1
NE,1975-05,1
NE,1976-04,1
NE,1977-01,1
NE,1978-03,1
NE,1980-06,1
NE,1984-04,1
NE,1984-06,1
NE,1990-06,1
NE,1991-05,1
NE,1992-07,1
NE,1993-03,1
NE,1993-06,1
NE,1994-04,1
NE,1996-05,1
NE,1997-10,1
NE,1999-08,1
NE,2001-04,1
NE,2001-08,1
NE,2003-06,1
NE,2004-05,1
NE,2005-05,1
NE,2005-08,1
NE,2005-11,1
NE,2006-07,3
NE,2006-12,1
NE,2007-05,2
NE,2007-06,1
NE,2007-12,1
NE,2008-04,1
NE,2008-05,1
NE,2008-06,1
NE,2009-06,1
NE,2009-11,1
NE,2009-12,1
NE,2010-03,1
NE,2010-06,1
NE,2010-09,1
NE,2011-04,1
NE,2011-05,1
NE,2011-06,2
NE,2012-08,1
NE,2013-10,1
NE,2014-05,1
NE,2014-06,2
NE,2015-05,1
NE,2017-04,1
NE,2017-06,1
NE,2018-04,1
NE,2018-06,1
NE,2019-03,2
NE,2020-01,6
NE,2021-07,1
NE,2021-12,1
NE,2022-04,1
NE,2022-05,1
NE,2023-04,1
NE,2024-04,2
NE,2024-05,1
NE,2024-06,1
NE,2024-07,1
NE,2025-03,1
NE,2025-08,1
NE,2026-03,2
NE,2026-06,1
NH,1953-07,1
NH,1972-03,1
NH,1973-07,1
NH,1974-01,1
NH,1978-02,1
NH,1979-03,1
NH,1986-07,1
NH,1987-03,1
NH,1990-08,1
NH,1991-08,1
NH,1991-10,1
NH,1993-03,1
NH,1995-10,1
NH,1996-10,1
NH,1998-01,1
NH,1998-06,1
NH,1999-09,1
NH,2001-03,1
NH,2003-02,1
NH,2003-07,1
NH,2003-12,1
NH,2005-01,1
NH,2005-02,1
NH,2005-03,1
NH,2005-08,1
NH,2005-10,1
NH,2006-05,1
NH,2007-04,1
NH,2008-07,2
NH,2008-09,1
NH,2008-12,2
NH,2010-02,1
NH,2010-03,1
NH,2011-05,1
NH,2011-08,2
NH,2011-10,2
NH,2012-05,1
NH,2012-10,2
NH,2013-02,1
NH,2013-06,1
NH,2015-01,1
NH,2016-04,1
NH,2017-03,1
NH,2017-07,1
NH,2017-10,1
NH,2018-03,2
NH,2019-07,1
NH,2020-01,2
NH,2021-07,2
NH,2022-12,1
NH,2023-07,1
NH,2023-12,1
NH,2024-01,1
NH,2024-04,1
NH,2024-07,1
NJ,1955-08,1
NJ,1962-03,1
NJ,1965-08,1
NJ,1968-06,1
NJ,1971-09,1
NJ,1973-08,1
NJ,1974-12,1
NJ,1975-07,1
NJ,1976-08,1
NJ,1977-02,1
NJ,1980-10,1
NJ,1984-03,1
NJ,1985-09,1
NJ,1992-01,1
NJ,1992-12,1
NJ,1993-03,1
NJ,1996-01,1
NJ,1996-10,1
NJ,1997-08,1
NJ,1998-02,1
NJ,1999-09,2
NJ,2000-05,1
NJ,2000-08,1
NJ,2001-09,1
NJ,2002-06,1
NJ,2003-02,1
NJ,2003-08,1
NJ,2004-07,1
NJ,2004-09,1
NJ,2005-04,1
NJ,2005-08,1
NJ,2006-06,1
NJ,2007-04,1
NJ,2007-05,1
NJ,2009-11,1
NJ,2009-12,1
NJ,2010-02,1
NJ,2010-03,1
NJ,2010-12,1
NJ,2011-08,3
NJ,2011-09,1
NJ,2011-10,1
NJ,2012-06,1
NJ,2012-10,2
NJ,2015-06,1
NJ,2016-01,1
NJ,2018-03,1
NJ,2020-01,2
NJ,2020-08,1
NJ,2021-01,1
NJ,2021-09,2
NJ,2023-07,1
NJ,2025-04,1
NM,1954-10,1
NM,1955-08,1
NM,1965-07,1
NM,1972-08,1
NM,1972-09,1
NM,1972-11,1
NM,1973-05,1
NM,1974-05,1
NM,1977-03,1
NM,1977-06,1
NM,1979-01,1
NM,1979-06,1
NM,1983-09,1
NM,1984-08,1
NM,1985-01,1
NM,1992-05,1
NM,1993-01,1
NM,1996-05,1
NM,1997-12,1
NM,1998-06,2
NM,1999-07,1
NM,2000-04,1
NM,2000-05,5
NM,2000-06,1
NM,2001-06,1
NM,2002-03,1
NM,2002-04,1
NM,2002-05,2
NM,2002-06,4
NM,2002-08,1
NM,2003-05,1
NM,2003-06,1
NM,2004-04,1
NM,2004-05,1
NM,2004-06,1
NM,2005-08,1
NM,2006-01,1
NM,2006-03,1
NM,2006-04,1
NM,2006-06,2
NM,2006-07,1
NM,2007-02,1
NM,2007-03,1
NM,2007-11,1
NM,2008-04,1
NM,2008-06,1
NM,2008-07,1
NM,2009-05,1
NM,2010-05,1
NM,2010-06,1
NM,2010-07,1
NM,2011-02,1
NM,2011-03,1
NM,2011-04,2
NM,2011-06,5
NM,2011-08,1
NM,2012-05,1
NM,2012-06,4
NM,2013-05,1
NM,2013-07,2
NM,2013-09,2
NM,2014-07,1
NM,2014-09,1
NM,2016-06,1
NM,2016-07,1
NM,2017-06,1
NM,2017-10,1
NM,2018-05,1
NM,2018-06,1
NM,2019-03,1
NM,2020-01,13
NM,2021-04,1
NM,2022-04,7
NM,2023-04,1
NM,2023-05,1
NM,2024-05,1
NM,2024-06,4
NM,2024-10,1
NM,2025-04,1
NM,2025-06,5
NM,2025-09,1
NV,1954-07,1
NV,1955-06,1
NV,1955-12,1
NV,1956-08,1
NV,1962-02,1
NV,1963-02,1
NV,1965-01,1
NV,1969-04,1
NV,1977-06,1
NV,1979-06,1
NV,1981-08,2
NV,1983-07,1
NV,1984-09,1
NV,1986-02,1
NV,1994-08,1
NV,1996-06,1
NV,1996-08,3
NV,1996-12,1
NV,1999-06,1
NV,1999-07,2
NV,1999-08,4
NV,2000-06,1
NV,2000-08,1
NV,2001-07,1
NV,2001-08,1
NV,2002-06,1
NV,2002-07,3
NV,2003-06,1
NV,2003-07,2
NV,2003-09,1
NV,2004-06,1
NV,2004-07,3
NV,2004-08,1
NV,2004-12,1
NV,2005-01,2
NV,2005-06,1
NV,2005-07,2
NV,2005-08,3
NV,2005-12,1
NV,2006-06,3
NV,2006-08,2
NV,2006-11,1
NV,2007-07,5
NV,2008-01,1
NV,2009-07,1
NV,2010-07,1
NV,2011-09,1
NV,2011-10,1
NV,2011-11,1
NV,2012-01,1
NV,2012-05,1
NV,2013-07,1
NV,2014-09,1
NV,2016-07,2
NV,2016-10,2
NV,2017-01,1
NV,2017-02,1
NV,2017-07,3
NV,2018-06,1
NV,2019-07,1
NV,2019-08,2
NV,2020-01,2
NV,2020-06,1
NV,2020-07,2
NV,2020-08,2
NV,2020-11,1
NV,2021-06,1
NV,2021-07,1
NV,2022-08,1
NV,2023-03,1
NV,2024-06,2
NV,2024-07,1
NV,2024-08,1
NV,2024-09,1
NV,2024-11,1
NV,2025-06,2
NV,2025-08,1
NY,1954-10,1
NY,1955-08,1
NY,1956-03,1
NY,1962-03,1
NY,1963-08,1
NY,1965-08,1
NY,1967-10,1
NY,1969-08,1
NY,1970-07,1
NY,1971-09,1
NY,1972-06,1
NY,1973-03,1
NY,1973-07,1
NY,1974-07,1
NY,1974-11,1
NY,1975-10,1
NY,1976-03,1
NY,1976-06,1
NY,1976-07,1
NY,1976-09,1
NY,1977-01,1
NY,1977-02,1
NY,1978-08,1
NY,1980-05,1
NY,1984-03,1
NY,1984-09,1
NY,1985-03,2
NY,1985-09,1
NY,1987-04,1
NY,1987-10,1
NY,1990-03,1
NY,1991-08,1
NY,1992-12,1
NY,1993-02,1
NY,1993-03,1
NY,1995-08,1
NY,1996-01,2
NY,1996-10,1
NY,1996-11,1
NY,1998-01,1
NY,1998-05,1
NY,1998-06,1
NY,1998-09,1
NY,1999-01,1
NY,1999-03,1
NY,1999-08,1
NY,1999-09,2
NY,2000-05,2
NY,2000-11,1
NY,2001-09,1
NY,2001-12,2
NY,2002-04,1
NY,2002-12,1
NY,2003-02,1
NY,2003-04,1
NY,2003-07,1
NY,2003-08,1
NY,2004-01,1
NY,2004-05,1
NY,2004-08,1
NY,2004-09,1
NY,2005-04,1
NY,2005-08,1
NY,2006-06,1
NY,2006-10,2
NY,2006-11,1
NY,2007-02,1
NY,2007-04,1
NY,2007-06,1
NY,2007-08,1
NY,2008-12,2
NY,2009-08,1
NY,2009-11,1
NY,2010-03,1
NY,2010-09,1
NY,2010-12,1
NY,2011-04,1
NY,2011-08,2
NY,2011-09,2
NY,2012-10,2
NY,2013-02,1
NY,2013-06,1
NY,2014-05,1
NY,2014-11,1
NY,2017-03,1
NY,2017-05,1
NY,2018-08,1
NY,2019-10,1
NY,2020-01,4
NY,2020-08,1
NY,2021-08,2
NY,2021-09,2
NY,2022-11,1
NY,2022-12,2
NY,2023-07,1
NY,2023-09,1
NY,2024-07,1
NY,2024-08,4
NY,2024-11,1
OH,1956-05,1
OH,1959-01,1
OH,1964-03,1
OH,1965-04,1
OH,1968-05,1
OH,1968-06,1
OH,1969-07,1
OH,1972-07,1
OH,1972-11,1
OH,1973-04,1
OH,1973-06,1
OH,1974-04,1
OH,1974-05,1
OH,1974-07,1
OH,1975-09,1
OH,1977-02,1
OH,1978-01,1
OH,1980-08,1
OH,1981-06,1
OH,1982-03,1
OH,1985-05,1
OH,1987-07,1
OH,1989-05,1
OH,1990-05,1
OH,1992-07,1
OH,1995-08,1
OH,1996-01,1
OH,1996-05,1
OH,1997-02,1
OH,1998-06,1
OH,2000-02,1
OH,2000-07,1
OH,2000-09,1
OH,2001-07,1
OH,2002-11,1
OH,2003-02,1
OH,2003-07,2
OH,2003-08,1
OH,2004-01,1
OH,2004-05,1
OH,2004-08,1
OH,2004-12,2
OH,2005-08,1
OH,2006-06,1
OH,2006-07,1
OH,2007-08,1
OH,2008-03,1
OH,2008-09,1
OH,2011-04,1
OH,2012-06,2
OH,2012-10,1
OH,2018-02,1
OH,2019-02,1
OH,2019-05,1
OH,2020-01,2
OH,2024-03,1
OK,1955-06,1
OK,1956-04,1
OK,1957-05,1
OK,1959-07,1
OK,1959-11,1
OK,1960-07,1
OK,1968-05,1
OK,1970-10,1
OK,1971-04,1
OK,1971-09,1
OK,1972-01,1
OK,1973-06,1
OK,1973-10,1
OK,1973-12,1
OK,1974-03,1
OK,1974-06,1
OK,1974-11,1
OK,1975-07,1
OK,1975-12,1
OK,1976-04,1
OK,1976-06,1
OK,1977-01,1
OK,1979-04,1
OK,1981-11,1
OK,1982-06,1
OK,1983-06,1
OK,1983-10,1
OK,1984-04,1
OK,1984-05,1
OK,1986-09,1
OK,1987-05,1
OK,1990-04,1
OK,1991-04,1
OK,1993-04,1
OK,1993-05,1
OK,1994-04,1
OK,1995-04,2
OK,1995-05,1
OK,1995-07,1
OK,1996-02,4
OK,1996-03,3
OK,1996-04,1
OK,1998-07,1
OK,1998-09,2
OK,1999-05,1
OK,2000-09,3
OK,2000-10,1
OK,2000-12,2
OK,2001-05,1
OK,2001-10,1
OK,2002-01,1
OK,2002-12,1
OK,2003-05,1
OK,2003-07,1
OK,2005-08,1
OK,2005-11,5
OK,2005-12,3
OK,2006-01,19
OK,2006-03,1
OK,2006-04,3
OK,2006-12,1
OK,2007-01,2
OK,2007-05,2
OK,2007-06,1
OK,2007-08,1
OK,2007-12,2
OK,2008-02,1
OK,2008-03,2
OK,2008-04,1
OK,2008-05,1
OK,2008-06,2
OK,2008-09,1
OK,2009-01,1
OK,2009-02,1
OK,2009-03,2
OK,2009-04,6
OK,2009-12,1
OK,2010-01,2
OK,2010-05,1
OK,2010-06,1
OK,2011-01,2
OK,2011-03,5
OK,2011-04,6
OK,2011-05,1
OK,2011-06,1
OK,2011-07,3
OK,2011-08,11
OK,2011-09,1
OK,2012-04,1
OK,2012-07,1
OK,2012-08,7
OK,2013-02,1
OK,2013-05,1
OK,2013-12,1
OK,2014-05,1
OK,2015-05,1
OK,2015-11,2
OK,2015-12,1
OK,2016-01,1
OK,2016-02,1
OK,2016-04,1
OK,2016-06,1
OK,2017-01,1
OK,2017-02,2
OK,2017-03,1
OK,2017-04,1
OK,2017-05,1
OK,2018-03,1
OK,2018-04,3
OK,2019-04,1
OK,2019-05,3
OK,2019-11,2
OK,2020-01,17
OK,2020-03,1
OK,2020-10,1
OK,2021-02,2
OK,2021-12,1
OK,2022-05,2
OK,2022-12,1
OK,2023-03,3
OK,2023-04,1
OK,2023-06,1
OK,2024-02,1
OK,2024-03,1
OK,2024-04,2
OK,2024-05,1
OK,2024-10,2
OK,2024-11,1
OK,2025-03,15
OK,2025-12,1
OK,2026-02,5
OK,2026-03,4
OR,1955-12,1
OR,1956-07,1
OR,1957-03,1
OR,1962-10,1
OR,1963-02,1
OR,1964-12,1
OR,1971-02,1
OR,1972-01,1
OR,1973-08,3
OR,1973-09,2
OR,1974-01,1
OR,1977-04,1
OR,1978-08,1
OR,1979-07,2
OR,1979-08,1
OR,1981-07,1
OR,1981-09,1
OR,1984-08,1
OR,1987-07,1
OR,1987-08,3
OR,1987-10,1
OR,1988-08,1
OR,1990-01,1
OR,1990-08,1
OR,1992-06,2
OR,1992-08,2
OR,1993-03,1
OR,1993-09,1
OR,1994-05,1
OR,1994-08,1
OR,1995-07,1
OR,1996-02,1
OR,1996-08,2
OR,1996-11,1
OR,1996-12,2
OR,1998-05,1
OR,2001-08,2
OR,2002-02,1
OR,2002-07,8
OR,2003-08,1
OR,2003-09,2
OR,2003-12,1
OR,2004-08,2
OR,2005-08,2
OR,2005-12,1
OR,2006-07,2
OR,2006-11,1
OR,2006-12,1
OR,2007-07,1
OR,2007-09,1
OR,2007-12,1
OR,2008-09,1
OR,2008-12,1
OR,2009-08,1
OR,2009-09,1
OR,2011-01,1
OR,2011-03,1
OR,2012-01,1
OR,2013-07,3
OR,2013-08,1
OR,2014-02,1
OR,2014-06,1
OR,2014-07,2
OR,2014-08,1
OR,2014-09,1
OR,2015-07,1
OR,2015-08,4
OR,2015-09,1
OR,2015-12,1
OR,2016-06,1
OR,2016-08,1
OR,2016-12,1
OR,2017-01,1
OR,2017-08,3
OR,2017-09,1
OR,2018-06,1
OR,2018-07,2
OR,2018-08,2
OR,2018-09,1
OR,2019-02,1
OR,2019-04,1
OR,2019-07,1
OR,2020-01,2
OR,2020-02,1
OR,2020-08,2
OR,2020-09,16
OR,2021-02,1
OR,2021-06,1
OR,2021-07,1
OR,2021-08,1
OR,2022-08,1
OR,2022-09,2
OR,2023-06,1
OR,2023-07,1
OR,2023-08,1
OR,2024-01,1
OR,2024-06,1
OR,2024-07,7
OR,2024-08,3
OR,2024-09,2
OR,2025-03,1
OR,2025-06,3
OR,2025-07,1
OR,2025-08,1
OR,2025-12,1
PA,1955-08,1
PA,1956-03,1
PA,1956-05,1
PA,1956-08,1
PA,1959-01,1
PA,1965-08,1
PA,1969-08,1
PA,1971-09,1
PA,1972-06,1
PA,1972-09,1
PA,1973-07,1
PA,1975-09,1
PA,1976-07,1
PA,1976-10,1
PA,1977-01,1
PA,1977-07,1
PA,1980-06,1
PA,1980-08,1
PA,1981-06,1
PA,1984-08,1
PA,1985-05,1
PA,1985-09,1
PA,1985-11,1
PA,1986-05,1
PA,1993-03,1
PA,1994-01,1
PA,1996-01,2
PA,1996-06,1
PA,1996-07,1
PA,1996-09,1
PA,1996-11,1
PA,1998-05,1
PA,1999-08,1
PA,1999-09,2
PA,2001-06,1
PA,2003-02,1
PA,2003-07,1
PA,2003-09,1
PA,2004-07,1
PA,2004-09,2
PA,2005-04,1
PA,2005-08,1
PA,2006-06,1
PA,2006-11,1
PA,2010-02,1
PA,2011-04,1
PA,2011-08,2
PA,2011-09,2
